submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
01/22/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/23/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/24/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/25/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/26/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/27/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/28/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/29/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/30/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/31/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/01/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/02/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/03/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/04/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/05/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/06/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/07/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/08/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/09/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/10/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/11/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/12/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/13/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/14/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/15/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/16/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/17/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/18/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/19/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/20/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/21/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/22/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/23/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/24/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/25/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/26/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/27/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/28/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
02/29/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/01/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/02/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/03/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/04/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/05/2020,CO,1,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/06/2020,CO,2,,,1,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/07/2020,CO,8,,,6,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/08/2020,CO,8,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/09/2020,CO,12,,,4,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/10/2020,CO,17,,,5,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/11/2020,CO,34,,,17,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/12/2020,CO,49,,,15,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/13/2020,CO,49,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/14/2020,CO,49,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/15/2020,CO,144,,,95,,1,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
03/16/2020,CO,160,,,16,,1,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/17/2020,CO,183,,,23,,2,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
03/18/2020,CO,216,,,33,,2,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/19/2020,CO,277,,,61,,2,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
03/20/2020,CO,363,,,86,,4,,,2,,03/26/2020 04:22:39 PM,Agree,Agree
03/21/2020,CO,475,,,112,,5,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
03/22/2020,CO,591,,,116,,6,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
03/23/2020,CO,720,,,129,,7,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
03/24/2020,CO,921,,,201,,11,,,4,,03/26/2020 04:22:39 PM,Agree,Agree
03/25/2020,CO,"1,086",,,165,,19,,,8,,03/26/2020 04:22:39 PM,Agree,Agree
03/26/2020,CO,"1,430",,,344,,24,,,5,,03/26/2020 04:22:39 PM,Agree,Agree
03/27/2020,CO,"1,734",,,304,,31,,,7,,03/26/2020 04:22:39 PM,Agree,Agree
03/28/2020,CO,"2,061",,,327,,44,,,13,,03/28/2020 04:22:39 PM,Agree,Agree
03/29/2020,CO,"2,307",,,246,,47,,,3,,03/28/2020 04:22:39 PM,Agree,Agree
03/30/2020,CO,"2,627",,,320,,51,,,4,,03/29/2020 04:22:39 PM,Agree,Agree
03/31/2020,CO,"2,966",,,339,,69,,,18,,03/30/2020 04:22:39 PM,Agree,Agree
04/01/2020,CO,"3,342",,,376,,80,,,11,,03/31/2020 04:22:39 PM,Agree,Agree
04/02/2020,CO,"3,728",,,386,,97,,,17,,04/01/2020 04:22:39 PM,Agree,Agree
04/03/2020,CO,"4,173",,,445,,111,,,14,,04/03/2020 04:22:39 PM,Agree,Agree
04/04/2020,CO,"4,565",,,392,,126,,,15,,04/03/2020 04:22:39 PM,Agree,Agree
04/05/2020,CO,"4,950",,,385,,140,,,14,,04/04/2020 04:22:39 PM,Agree,Agree
04/06/2020,CO,"5,172",,,222,,150,,,10,,04/05/2020 04:22:39 PM,Agree,Agree
04/07/2020,CO,"5,429",,,257,,179,,,29,,04/07/2020 04:22:39 PM,Agree,Agree
04/08/2020,CO,"5,655",,,226,,193,,,14,,04/07/2020 04:22:39 PM,Agree,Agree
04/09/2020,CO,"6,202",,,547,,226,,,33,,04/08/2020 04:22:39 PM,Agree,Agree
04/10/2020,CO,"6,365",,,163,,250,,,24,,04/09/2020 04:22:39 PM,Agree,Agree
04/11/2020,CO,"6,893",,,528,,274,,,24,,04/10/2020 04:22:39 PM,Agree,Agree
04/12/2020,CO,"7,303",,,410,,290,,,16,,04/11/2020 04:22:39 PM,Agree,Agree
04/13/2020,CO,"7,691",,,388,,308,,,18,,04/12/2020 04:22:39 PM,Agree,Agree
04/14/2020,CO,"7,941",,,250,,329,,,21,,04/13/2020 04:22:39 PM,Agree,Agree
04/15/2020,CO,"8,280",,,339,,357,,,28,,04/15/2020 04:22:39 PM,Agree,Agree
04/16/2020,CO,"8,582","7,941",641,302,641,373,363,10,16,10,04/16/2020 04:22:39 PM,Agree,Agree
04/17/2020,CO,"9,047",,,465,,391,,,18,,04/17/2020 04:22:39 PM,Agree,Agree
04/18/2020,CO,"9,433",,,386,,411,,,20,,04/18/2020 04:22:39 PM,Agree,Agree
04/19/2020,CO,"9,634","8,915",719,201,719,421,408,13,10,13,04/19/2020 04:22:39 PM,Agree,Agree
04/20/2020,CO,"10,019","9,260",759,385,40,448,435,13,27,0,04/20/2020 04:22:39 PM,Agree,Agree
04/21/2020,CO,"10,368","9,536",832,349,73,485,471,14,37,1,04/21/2020 04:22:39 PM,Agree,Agree
04/22/2020,CO,"10,825","9,878",947,457,115,507,491,16,22,2,04/22/2020 04:22:39 PM,Agree,Agree
04/23/2020,CO,"11,182","10,208",974,357,27,551,526,25,44,9,05/25/2020 03:38:40 PM,Agree,Agree
04/24/2020,CO,"12,184","10,995","1,189","1,002",215,672,551,121,121,96,05/25/2020 03:38:40 PM,Agree,Agree
04/25/2020,CO,"12,868","11,533","1,335",684,146,670,564,106,-2,-15,05/25/2020 03:38:40 PM,Agree,Agree
04/26/2020,CO,"13,350","11,980","1,370",482,35,679,572,107,9,1,05/25/2020 03:38:40 PM,Agree,Agree
04/27/2020,CO,"13,798","12,374","1,424",448,54,706,595,111,27,4,05/25/2020 03:38:40 PM,Agree,Agree
04/28/2020,CO,"14,238","12,741","1,497",440,73,736,617,119,30,8,04/29/2020 06:12:08 PM,Agree,Agree
04/29/2020,CO,"14,675","13,148","1,527",437,30,766,642,124,30,5,04/30/2020 04:07:01 PM,Agree,Agree
04/30/2020,CO,"15,182","13,637","1,545",507,18,777,652,125,11,1,05/01/2020 09:00:19 PM,Agree,Agree
05/01/2020,CO,"15,668","14,078","1,590",486,45,820,693,127,43,2,05/02/2020 03:47:19 PM,Agree,Agree
05/02/2020,CO,"16,120","14,498","1,622",452,32,832,701,131,12,4,05/03/2020 03:36:03 PM,Agree,Agree
05/03/2020,CO,"16,534","14,897","1,637",414,15,842,705,137,10,6,05/04/2020 10:49:24 PM,Agree,Agree
05/04/2020,CO,"16,878","15,169","1,709",344,72,851,712,139,9,2,05/05/2020 05:25:08 PM,Agree,Agree
05/05/2020,CO,"17,317","15,600","1,717",439,8,903,762,141,52,2,05/06/2020 04:23:08 PM,Agree,Agree
05/06/2020,CO,"17,738","16,012","1,726",421,9,921,778,143,18,2,05/07/2020 10:59:02 PM,Agree,Agree
05/07/2020,CO,"18,318","16,532","1,786",580,60,944,800,144,23,1,05/08/2020 09:26:08 PM,Agree,Agree
05/08/2020,CO,"18,793","16,969","1,824",475,38,960,817,143,16,-1,05/09/2020 09:26:08 PM,Agree,Agree
05/09/2020,CO,"19,316","17,491","1,825",523,1,967,824,143,7,0,05/10/2020 09:26:08 PM,Agree,Agree
05/10/2020,CO,"19,632","17,809","1,823",316,-2,971,828,143,4,0,05/11/2020 09:26:08 PM,Agree,Agree
05/11/2020,CO,"19,735","17,893","1,842",103,19,986,842,144,15,1,05/12/2020 05:26:08 PM,Agree,Agree
05/12/2020,CO,"20,091","18,211","1,880",356,38,"1,006",855,151,20,7,05/13/2020 03:26:08 PM,Agree,Agree
05/13/2020,CO,"20,401","18,461","1,940",310,60,"1,059",881,178,53,27,05/14/2020 05:25:44 PM,Agree,Agree
05/14/2020,CO,"20,762","18,804","1,958",361,18,"1,090",906,184,31,6,05/15/2020 04:11:22 PM,Agree,Agree
05/15/2020,CO,"21,131","19,151","1,980",369,22,"1,150",944,206,60,22,05/16/2020 03:46:44 PM,Agree,Agree
05/16/2020,CO,"21,511","19,507","2,004",380,24,"1,192",963,229,42,23,05/17/2020 03:27:46 PM,Agree,Agree
05/17/2020,CO,"21,797","19,773","2,024",286,20,"1,215",966,249,23,20,05/18/2020 04:01:54 PM,Agree,Agree
05/18/2020,CO,"22,095","20,028","2,067",298,43,"1,224",975,249,9,0,05/19/2020 03:45:23 PM,Agree,Agree
05/19/2020,CO,"22,399","20,304","2,095",304,28,"1,257","1,001",256,33,7,05/20/2020 03:28:26 PM,Agree,Agree
05/20/2020,CO,"22,752","20,595","2,157",353,62,"1,299","1,026",273,42,17,05/21/2020 03:41:38 PM,Agree,Agree
05/21/2020,CO,"23,121","20,903","2,218",369,61,"1,309","1,036",273,10,0,05/22/2020 03:31:45 PM,Agree,Agree
05/22/2020,CO,"23,455","21,202","2,253",334,35,"1,323","1,048",275,14,2,05/23/2020 05:58:16 PM,Agree,Agree
05/23/2020,CO,"23,937","21,657","2,280",482,27,"1,327","1,052",275,4,0,05/24/2020 02:15:55 PM,Agree,Agree
05/24/2020,CO,"24,137","21,857","2,280",200,0,"1,330","1,055",275,3,0,05/25/2020 02:12:49 PM,Agree,Agree
05/25/2020,CO,"24,226","21,941","2,285",89,5,"1,331","1,056",275,1,0,05/26/2020 02:23:02 PM,Agree,Agree
05/26/2020,CO,"24,503","22,208","2,295",277,10,"1,350","1,075",275,19,0,05/27/2020 03:37:59 PM,Agree,Agree
05/27/2020,CO,"24,995","22,640","2,355",492,60,"1,392","1,096",296,42,21,05/28/2020 03:12:25 PM,Agree,Agree
05/28/2020,CO,"25,121","22,758","2,363",126,8,"1,421","1,115",306,29,10,05/29/2020 02:19:55 PM,Agree,Agree
05/29/2020,CO,"25,613","23,172","2,441",492,78,"1,436","1,129",307,15,1,05/30/2020 03:47:59 PM,Agree,Agree
05/30/2020,CO,"26,098","23,667","2,431",485,-10,"1,443","1,138",305,7,-2,05/31/2020 02:43:17 PM,Agree,Agree
05/31/2020,CO,"26,378","23,949","2,429",280,-2,"1,445","1,140",305,2,0,06/01/2020 02:17:42 PM,Agree,Agree
06/01/2020,CO,"26,577","24,109","2,468",199,39,"1,458","1,152",306,13,1,06/02/2020 02:16:17 PM,Agree,Agree
06/02/2020,CO,"26,788","24,311","2,477",211,9,"1,474","1,162",312,16,6,06/03/2020 02:11:36 PM,Agree,Agree
06/03/2020,CO,"27,060","24,557","2,503",272,26,"1,494","1,182",312,20,0,06/04/2020 03:03:31 PM,Agree,Agree
06/04/2020,CO,"27,360","24,848","2,512",300,9,"1,512","1,195",317,18,5,06/05/2020 03:17:07 PM,Agree,Agree
06/05/2020,CO,"27,615","25,099","2,516",255,4,"1,524","1,205",319,12,2,06/06/2020 02:31:37 PM,Agree,Agree
06/06/2020,CO,"27,848","25,319","2,529",233,13,"1,527","1,209",318,3,-1,06/07/2020 02:23:35 PM,Agree,Agree
06/07/2020,CO,"28,001","25,457","2,544",153,15,"1,527","1,209",318,0,0,06/08/2020 02:55:08 PM,Agree,Agree
06/08/2020,CO,"28,183","25,627","2,556",182,12,"1,543","1,224",319,16,1,06/09/2020 04:49:08 PM,Agree,Agree
06/09/2020,CO,"28,347","25,787","2,560",164,4,"1,553","1,233",320,10,1,06/10/2020 08:56:25 PM,Agree,Agree
06/10/2020,CO,"28,499","25,915","2,584",152,24,"1,573","1,250",323,20,3,06/11/2020 02:48:51 PM,Agree,Agree
06/11/2020,CO,"28,647","26,040","2,607",148,23,"1,583","1,258",325,10,2,06/12/2020 02:17:59 PM,Agree,Agree
06/12/2020,CO,"28,822","26,215","2,607",175,0,"1,595","1,268",327,12,2,06/13/2020 05:46:26 PM,Agree,Agree
06/13/2020,CO,"29,017","26,408","2,609",195,2,"1,598","1,272",326,3,-1,06/14/2020 02:19:43 PM,Agree,Agree
06/14/2020,CO,"29,130","26,523","2,607",113,-2,"1,599","1,273",326,1,0,06/15/2020 02:33:03 PM,Agree,Agree
06/15/2020,CO,"29,299","26,666","2,633",169,26,"1,605","1,279",326,6,0,06/16/2020 02:10:11 PM,Agree,Agree
06/16/2020,CO,"29,442","26,795","2,647",143,14,"1,617","1,291",326,12,0,06/17/2020 03:06:04 PM,Agree,Agree
06/17/2020,CO,"29,673","27,003","2,670",231,23,"1,631","1,299",332,14,6,06/18/2020 05:16:14 PM,Agree,Agree
06/18/2020,CO,"29,901","27,218","2,683",228,13,"1,638","1,303",335,7,3,06/19/2020 03:01:11 PM,Agree,Agree
06/19/2020,CO,"30,187","27,453","2,734",286,51,"1,643","1,306",337,5,2,06/20/2020 02:15:45 PM,Agree,Agree
06/20/2020,CO,"30,349","27,608","2,741",162,7,"1,647","1,310",337,4,0,06/21/2020 02:32:57 PM,Agree,Agree
06/21/2020,CO,"30,539","27,800","2,739",190,-2,"1,647","1,310",337,0,0,06/22/2020 03:24:02 PM,Agree,Agree
06/22/2020,CO,"30,705","27,959","2,746",166,7,"1,651","1,314",337,4,0,06/23/2020 02:28:19 PM,Agree,Agree
06/23/2020,CO,"30,893","28,138","2,755",188,9,"1,665","1,330",335,14,-2,06/24/2020 03:03:27 PM,Agree,Agree
06/24/2020,CO,"31,155","28,374","2,781",262,26,"1,667","1,335",332,2,-3,06/25/2020 02:07:27 PM,Agree,Agree
06/25/2020,CO,"31,479","28,674","2,805",324,24,"1,669","1,337",332,2,0,06/26/2020 07:18:27 PM,Agree,Agree
06/26/2020,CO,"31,796","28,972","2,824",317,19,"1,673","1,342",331,4,-1,06/27/2020 05:51:58 PM,Agree,Agree
06/27/2020,CO,"32,022","29,194","2,828",226,4,"1,674","1,343",331,1,0,06/28/2020 02:59:02 PM,Agree,Agree
06/28/2020,CO,"32,307","29,476","2,831",285,3,"1,676","1,344",332,2,1,06/29/2020 02:37:31 PM,Agree,Agree
06/29/2020,CO,"32,511","29,651","2,860",204,29,"1,682","1,350",332,6,0,06/30/2020 03:27:33 PM,Agree,Agree
06/30/2020,CO,"32,715","29,844","2,871",204,11,"1,690","1,355",335,8,3,07/01/2020 03:45:16 PM,Agree,Agree
07/01/2020,CO,"33,029","30,133","2,896",314,25,"1,697","1,362",335,7,0,07/02/2020 03:10:03 PM,Agree,Agree
07/02/2020,CO,"33,352","30,453","2,899",323,3,"1,701","1,365",336,4,1,07/03/2020 03:01:33 PM,Agree,Agree
07/03/2020,CO,"33,612","30,715","2,897",260,-2,"1,701","1,365",336,0,0,07/04/2020 03:30:31 PM,Agree,Agree
07/04/2020,CO,"33,866","30,970","2,896",254,-1,"1,701","1,365",336,0,0,07/05/2020 03:00:14 PM,Agree,Agree
07/05/2020,CO,"34,065","31,168","2,897",199,1,"1,701","1,365",336,0,0,07/06/2020 03:16:12 PM,Agree,Agree
07/06/2020,CO,"34,257","31,368","2,889",192,-8,"1,691","1,367",324,-10,-12,07/07/2020 02:58:02 PM,Agree,Agree
07/07/2020,CO,"34,664","31,736","2,928",407,39,"1,696","1,372",324,5,0,07/08/2020 02:12:08 PM,Agree,Agree
07/08/2020,CO,"35,116","32,138","2,978",452,50,"1,704","1,377",327,8,3,07/09/2020 03:14:15 PM,Agree,Agree
07/09/2020,CO,"35,525","32,546","2,979",409,1,"1,706","1,379",327,2,0,07/10/2020 03:35:06 PM,Agree,Agree
07/10/2020,CO,"36,191","33,189","3,002",666,23,"1,724","1,397",327,18,0,07/11/2020 06:25:05 PM,Agree,Agree
07/11/2020,CO,"36,591","33,587","3,004",400,2,"1,725","1,398",327,1,0,07/12/2020 03:13:57 PM,Agree,Agree
07/12/2020,CO,"36,913","33,911","3,002",322,-2,"1,725","1,398",327,0,0,07/13/2020 03:19:34 PM,Agree,Agree
07/13/2020,CO,"37,242","34,229","3,013",329,11,"1,727","1,400",327,2,0,07/14/2020 03:13:07 PM,Agree,Agree
07/14/2020,CO,"37,686","34,663","3,023",444,10,"1,738","1,408",330,11,3,07/15/2020 03:05:12 PM,Agree,Agree
07/15/2020,CO,"38,155","35,126","3,029",469,6,"1,744","1,413",331,6,1,07/16/2020 02:22:21 PM,Agree,Agree
07/16/2020,CO,"38,726","35,690","3,036",571,7,"1,745","1,413",332,1,1,07/17/2020 02:31:01 PM,Agree,Agree
07/17/2020,CO,"39,344","36,260","3,084",618,48,"1,751","1,419",332,6,0,07/18/2020 04:14:26 PM,Agree,Agree
07/18/2020,CO,"39,788","36,698","3,090",444,6,"1,752","1,420",332,1,0,07/19/2020 03:05:47 PM,Agree,Agree
07/19/2020,CO,"40,142","37,041","3,101",354,11,"1,752","1,420",332,0,0,07/20/2020 02:35:44 PM,Agree,Agree
07/20/2020,CO,"40,566","37,471","3,095",424,-6,"1,758","1,426",332,6,0,07/21/2020 02:50:17 PM,Agree,Agree
07/21/2020,CO,"41,059","37,947","3,112",493,17,"1,763","1,430",333,5,1,07/22/2020 02:51:28 PM,Agree,Agree
07/22/2020,CO,"41,698","38,562","3,136",639,24,"1,771","1,435",336,8,3,07/23/2020 02:48:19 PM,Agree,Agree
07/23/2020,CO,"42,314","39,163","3,151",616,15,"1,786","1,450",336,15,0,07/24/2020 02:18:40 PM,Agree,Agree
07/24/2020,CO,"42,980","39,822","3,158",666,7,"1,790","1,454",336,4,0,07/25/2020 05:40:06 PM,Agree,Agree
07/25/2020,CO,"43,789","40,628","3,161",809,3,"1,794","1,458",336,4,0,07/26/2020 03:17:16 PM,Agree,Agree
07/26/2020,CO,"44,336","41,174","3,162",547,1,"1,794","1,458",336,0,0,07/27/2020 02:16:42 PM,Agree,Agree
07/27/2020,CO,"44,565","41,400","3,165",229,3,"1,799","1,463",336,5,0,07/28/2020 02:21:07 PM,Agree,Agree
07/28/2020,CO,"45,314","42,149","3,165",749,0,"1,807","1,470",337,8,1,07/29/2020 02:34:46 PM,Agree,Agree
07/29/2020,CO,"45,796","42,626","3,170",482,5,"1,822","1,483",339,15,2,07/30/2020 02:42:43 PM,Agree,Agree
07/30/2020,CO,"46,204","43,032","3,172",408,2,"1,822","1,483",339,0,0,07/31/2020 02:35:06 PM,Agree,Agree
07/31/2020,CO,"46,809","43,626","3,183",605,11,"1,838","1,498",340,16,1,08/01/2020 02:38:12 PM,Agree,Agree
08/01/2020,CO,"47,267","44,077","3,190",458,7,"1,844","1,501",343,6,3,08/02/2020 02:54:37 PM,Agree,Agree
08/02/2020,CO,"47,716","44,527","3,189",449,-1,"1,844","1,502",342,0,-1,08/03/2020 02:31:01 PM,Agree,Agree
08/03/2020,CO,"47,968","44,773","3,195",252,6,"1,844","1,503",341,0,-1,08/04/2020 02:09:35 PM,Agree,Agree
08/04/2020,CO,"48,394","45,177","3,217",426,22,"1,849","1,508",341,5,0,08/05/2020 02:13:18 PM,Agree,Agree
08/05/2020,CO,"48,988","45,755","3,233",594,16,"1,851","1,510",341,2,0,08/06/2020 02:12:27 PM,Agree,Agree
08/06/2020,CO,"49,436","46,200","3,236",448,3,"1,852","1,511",341,1,0,08/07/2020 11:57:59 PM,Agree,Agree
08/07/2020,CO,"49,893","46,656","3,237",457,1,"1,857","1,516",341,5,0,08/08/2020 02:58:44 PM,Agree,Agree
08/08/2020,CO,"50,324","47,083","3,241",431,4,"1,857","1,516",341,0,0,08/09/2020 02:03:10 PM,Agree,Agree
08/09/2020,CO,"50,660","47,367","3,293",336,52,"1,858","1,517",341,1,0,08/10/2020 02:23:35 PM,Agree,Agree
08/10/2020,CO,"51,039","47,651","3,388",379,95,"1,863","1,522",341,5,0,08/11/2020 02:16:27 PM,Agree,Agree
08/11/2020,CO,"51,441","48,008","3,433",402,45,"1,875","1,533",342,12,1,08/12/2020 01:50:14 PM,Agree,Agree
08/12/2020,CO,"51,756","48,262","3,494",315,61,"1,875","1,533",342,0,0,08/13/2020 02:12:28 PM,Agree,Agree
08/13/2020,CO,"52,129","48,677","3,452",373,-42,"1,882","1,539",343,7,1,08/14/2020 02:30:03 PM,Agree,Agree
08/14/2020,CO,"52,538","48,985","3,553",409,101,"1,888","1,545",343,6,0,08/15/2020 02:02:05 PM,Agree,Agree
08/15/2020,CO,"52,838","49,278","3,560",300,7,"1,896","1,552",344,8,1,08/16/2020 02:57:14 PM,Agree,Agree
08/16/2020,CO,"53,176","49,611","3,565",338,5,"1,896","1,552",344,0,0,08/17/2020 02:26:31 PM,Agree,Agree
08/17/2020,CO,"53,370","49,801","3,569",194,4,"1,896","1,552",344,0,0,08/18/2020 02:26:55 PM,Agree,Agree
08/18/2020,CO,"53,631","50,050","3,581",261,12,"1,899","1,555",344,3,0,08/19/2020 02:23:51 PM,Agree,Agree
08/19/2020,CO,"53,901","50,313","3,588",270,7,"1,900","1,556",344,1,0,08/20/2020 03:11:45 PM,Agree,Agree
08/20/2020,CO,"54,230","50,627","3,603",329,15,"1,903","1,559",344,3,0,08/21/2020 02:27:34 PM,Agree,Agree
08/21/2020,CO,"54,586","50,967","3,619",356,16,"1,910","1,566",344,7,0,08/22/2020 02:21:09 PM,Agree,Agree
08/22/2020,CO,"54,883","51,258","3,625",297,6,"1,918","1,573",345,8,1,08/23/2020 02:15:28 PM,Agree,Agree
08/23/2020,CO,"55,133","51,505","3,628",250,3,"1,918","1,573",345,0,0,08/24/2020 01:54:34 PM,Agree,Agree
08/24/2020,CO,"55,341","51,676","3,665",208,37,"1,919","1,574",345,1,0,08/25/2020 02:02:54 PM,Agree,Agree
08/25/2020,CO,"55,800","52,074","3,726",459,61,"1,926","1,580",346,7,1,08/26/2020 01:51:40 PM,Agree,Agree
08/26/2020,CO,"55,994","52,229","3,765",194,39,"1,927","1,581",346,1,0,08/27/2020 01:42:08 PM,Agree,Agree
08/27/2020,CO,"56,343","52,562","3,781",349,16,"1,931","1,585",346,4,0,08/28/2020 01:43:49 PM,Agree,Agree
08/28/2020,CO,"56,773","52,958","3,815",430,34,"1,937","1,591",346,6,0,08/29/2020 01:42:50 PM,Agree,Agree
08/29/2020,CO,"57,041","53,209","3,832",268,17,"1,944","1,596",348,7,2,08/30/2020 02:49:52 PM,Agree,Agree
08/30/2020,CO,"57,223","53,394","3,829",182,-3,"1,944","1,596",348,0,0,08/31/2020 02:05:56 PM,Agree,Agree
08/31/2020,CO,"57,424","53,579","3,845",201,16,"1,945","1,597",348,1,0,09/01/2020 02:09:34 PM,Agree,Agree
09/01/2020,CO,"57,775","53,878","3,897",351,52,"1,946","1,598",348,1,0,09/02/2020 01:49:48 PM,Agree,Agree
09/02/2020,CO,"58,019","54,109","3,910",244,13,"1,952","1,604",348,6,0,09/03/2020 02:18:16 PM,Agree,Agree
09/03/2020,CO,"58,287","54,367","3,920",268,10,"1,955","1,606",349,3,1,09/04/2020 01:36:16 PM,Agree,Agree
09/04/2020,CO,"58,655","54,709","3,946",368,26,"1,966","1,617",349,11,0,09/05/2020 02:09:45 PM,Agree,Agree
09/05/2020,CO,"58,989","54,980","4,009",334,63,"1,971","1,622",349,5,0,09/06/2020 02:09:04 PM,Agree,Agree
09/06/2020,CO,"59,274","55,256","4,018",285,9,"1,972","1,623",349,1,0,09/07/2020 01:37:36 PM,Agree,Agree
09/07/2020,CO,"59,487","55,458","4,029",213,11,"1,973","1,623",350,1,1,09/08/2020 02:47:00 PM,Agree,Agree
09/08/2020,CO,"59,674","55,642","4,032",187,3,"1,973","1,623",350,0,0,09/09/2020 01:47:50 PM,Agree,Agree
09/09/2020,CO,"59,920","55,866","4,054",246,22,"1,977","1,627",350,4,0,09/10/2020 02:02:53 PM,Agree,Agree
09/10/2020,CO,"60,185","56,113","4,072",265,18,"1,979","1,629",350,2,0,09/11/2020 01:51:03 PM,Agree,Agree
09/11/2020,CO,"60,492","56,378","4,114",307,42,"1,985","1,634",351,6,1,09/12/2020 02:12:43 PM,Agree,Agree
09/12/2020,CO,"60,907","56,704","4,203",415,89,"1,988","1,637",351,3,0,09/13/2020 04:17:15 PM,Agree,Agree
